X,Y,NROBARRIO,BARRIO,CODBA
-56.26399386320778,-34.843564753119011,37,LA PALOMA TOMKINSON,LP
-56.263783560820485,-34.84366463092347,37,LA PALOMA TOMKINSON,LP
-56.263569864137686,-34.843769027006886,37,LA PALOMA TOMKINSON,LP
-56.263373568881612,-34.843868855859185,37,LA PALOMA TOMKINSON,LP
-56.262965625709171,-34.844208280900858,37,LA PALOMA TOMKINSON,LP
-56.262717737336466,-34.844308286127777,37,LA PALOMA TOMKINSON,LP
-56.262488685465854,-34.844349635778634,37,LA PALOMA TOMKINSON,LP
-56.26224359787868,-34.844395547007217,37,LA PALOMA TOMKINSON,LP
-56.261989192895896,-34.844626274705114,37,LA PALOMA TOMKINSON,LP
-56.261822253715366,-34.844789097637417,37,LA PALOMA TOMKINSON,LP
-56.262075314509687,-34.844833298906991,37,LA PALOMA TOMKINSON,LP
-56.262077249798381,-34.84501357029324,37,LA PALOMA TOMKINSON,LP
-56.261906210001996,-34.845176407406505,37,LA PALOMA TOMKINSON,LP
-56.261731229265948,-34.845303202188227,37,LA PALOMA TOMKINSON,LP
-56.261627178112498,-34.845470316121926,37,LA PALOMA TOMKINSON,LP
-56.261417711232262,-34.845534131371274,37,LA PALOMA TOMKINSON,LP
-56.261268445105038,-34.845678865170733,37,LA PALOMA TOMKINSON,LP
-56.261084988668408,-34.8458192089047,37,LA PALOMA TOMKINSON,LP
-56.260852126703227,-34.845919158884641,37,LA PALOMA TOMKINSON,LP
-56.260774814163405,-34.846104208381746,37,LA PALOMA TOMKINSON,LP
-56.260926308560357,-34.846265940171506,37,LA PALOMA TOMKINSON,LP
-56.260734876941562,-34.84645138016721,37,LA PALOMA TOMKINSON,LP
-56.260606905155797,-34.846618575043635,37,LA PALOMA TOMKINSON,LP
-56.260430871685124,-34.846740864597635,37,LA PALOMA TOMKINSON,LP
-56.260174022957038,-34.8467597701815,37,LA PALOMA TOMKINSON,LP
-56.259927424350401,-34.846778640225459,37,LA PALOMA TOMKINSON,LP
-56.259683081579496,-34.846770460372575,37,LA PALOMA TOMKINSON,LP
-56.25944213298397,-34.846757761503007,37,LA PALOMA TOMKINSON,LP
-56.259200684567794,-34.846713515208918,37,LA PALOMA TOMKINSON,LP
-56.258977181367378,-34.846772867155806,37,LA PALOMA TOMKINSON,LP
-56.25896553332862,-34.84697121263644,37,LA PALOMA TOMKINSON,LP
-56.259045045081884,-34.847155726694886,37,LA PALOMA TOMKINSON,LP
-56.258967885488623,-34.847372323155412,37,LA PALOMA TOMKINSON,LP
-56.258930724438414,-34.847593290270808,37,LA PALOMA TOMKINSON,LP
-56.258862060959139,-34.847800843812536,37,LA PALOMA TOMKINSON,LP
-56.258781780021543,-34.848008436868874,37,LA PALOMA TOMKINSON,LP
-56.25867161443152,-34.848184582959796,37,LA PALOMA TOMKINSON,LP
-56.258653154442491,-34.848387458506664,37,LA PALOMA TOMKINSON,LP
-56.258620388852528,-34.848599396636111,37,LA PALOMA TOMKINSON,LP
-56.258594069941694,-34.848802298911117,37,LA PALOMA TOMKINSON,LP
-56.258559095959122,-34.848982695887642,37,LA PALOMA TOMKINSON,LP
-56.258527948063374,-34.849176600674419,37,LA PALOMA TOMKINSON,LP
-56.258409009383705,-34.849375311099593,37,LA PALOMA TOMKINSON,LP
-56.258398681310226,-34.849564638061963,37,LA PALOMA TOMKINSON,LP
-56.258342270537256,-34.849763135675602,37,LA PALOMA TOMKINSON,LP
-56.258225996430461,-34.849948316000877,37,LA PALOMA TOMKINSON,LP
-56.258164392012112,-34.850133310340652,37,LA PALOMA TOMKINSON,LP
-56.258044335866288,-34.850313996396743,37,LA PALOMA TOMKINSON,LP
-56.258113962399165,-34.850503051506074,37,LA PALOMA TOMKINSON,LP
-56.258250173910511,-34.850682866246132,37,LA PALOMA TOMKINSON,LP
-56.258063693695341,-34.850836736504839,37,LA PALOMA TOMKINSON,LP
-56.257967532256984,-34.851012834294096,37,LA PALOMA TOMKINSON,LP
-56.257933671252623,-34.851211255041285,37,LA PALOMA TOMKINSON,LP
-56.257769786115432,-34.851374061951212,37,LA PALOMA TOMKINSON,LP
-56.257840937447874,-34.851594660630781,37,LA PALOMA TOMKINSON,LP
-56.257855870796639,-34.85177939470902,37,LA PALOMA TOMKINSON,LP
-56.257808408966525,-34.851991382448951,37,LA PALOMA TOMKINSON,LP
-56.25768755336945,-34.852149536097023,37,LA PALOMA TOMKINSON,LP
-56.257614602565837,-34.852321047800494,37,LA PALOMA TOMKINSON,LP
-56.257525978360803,-34.852501626561214,37,LA PALOMA TOMKINSON,LP
-56.257471159495338,-34.852677583558332,37,LA PALOMA TOMKINSON,LP
-56.257224754957718,-34.852944329558241,37,LA PALOMA TOMKINSON,LP
-56.256887244829407,-34.852963501890393,37,LA PALOMA TOMKINSON,LP
-56.256650648564843,-34.853004866180548,37,LA PALOMA TOMKINSON,LP
-56.256392138290998,-34.853037290315228,37,LA PALOMA TOMKINSON,LP
-56.256120039319953,-34.853222996044856,37,LA PALOMA TOMKINSON,LP
-56.256099751372638,-34.853403342524636,37,LA PALOMA TOMKINSON,LP
-56.256158918009639,-34.853619475728586,37,LA PALOMA TOMKINSON,LP
-56.25608883102521,-34.85381801847798,37,LA PALOMA TOMKINSON,LP
-56.255837885649299,-34.853791825554985,37,LA PALOMA TOMKINSON,LP
-56.255722670291846,-34.853986013725518,37,LA PALOMA TOMKINSON,LP
-56.255670580273787,-34.854161960665223,37,LA PALOMA TOMKINSON,LP
-56.255729679097591,-34.854364573447107,37,LA PALOMA TOMKINSON,LP
-56.25564264507841,-34.854522610701508,37,LA PALOMA TOMKINSON,LP
-56.25552803887679,-34.854770879952419,37,LA PALOMA TOMKINSON,LP
-56.255251546446978,-34.854830404104376,37,LA PALOMA TOMKINSON,LP
-56.254673302549953,-34.854886438462238,37,LA PALOMA TOMKINSON,LP
-56.254189045445841,-34.854532021565376,37,LA PALOMA TOMKINSON,LP
-56.253745688035835,-34.854569569399843,37,LA PALOMA TOMKINSON,LP
-56.253523066034894,-34.854673977849195,37,LA PALOMA TOMKINSON,LP
-56.25305334387653,-34.854770202097001,37,LA PALOMA TOMKINSON,LP
-56.252216901031822,-34.85540848760035,37,LA PALOMA TOMKINSON,LP
-56.251755179265786,-34.855603832830958,37,LA PALOMA TOMKINSON,LP
-56.250976749222644,-34.855187290350827,37,LA PALOMA TOMKINSON,LP
-56.250604523740243,-34.854471929056643,37,LA PALOMA TOMKINSON,LP
-56.250578652182632,-34.854422439007273,37,LA PALOMA TOMKINSON,LP
-56.250062658701246,-34.854072618441229,37,LA PALOMA TOMKINSON,LP
-56.249440810432233,-34.854155814957231,37,LA PALOMA TOMKINSON,LP
-56.248908510075196,-34.854522648305888,37,LA PALOMA TOMKINSON,LP
-56.248726709689805,-34.855149718092115,37,LA PALOMA TOMKINSON,LP
-56.248200856513449,-34.855859054803311,37,LA PALOMA TOMKINSON,LP
-56.248344825174719,-34.856300257642076,37,LA PALOMA TOMKINSON,LP
-56.248939518729216,-34.856041386088791,37,LA PALOMA TOMKINSON,LP
-56.249317487498615,-34.856116746989429,37,LA PALOMA TOMKINSON,LP
-56.249673601772095,-34.856543721229272,37,LA PALOMA TOMKINSON,LP
-56.2488969381684,-34.858024583403349,37,LA PALOMA TOMKINSON,LP
-56.248137320573214,-34.858383154842898,37,LA PALOMA TOMKINSON,LP
-56.247262750295668,-34.858435629997572,37,LA PALOMA TOMKINSON,LP
-56.246700953062934,-34.858577204035583,37,LA PALOMA TOMKINSON,LP
-56.24632573183932,-34.859209416229881,37,LA PALOMA TOMKINSON,LP
-56.246715938585034,-34.859690369623678,37,LA PALOMA TOMKINSON,LP
-56.247309503827616,-34.860666412185076,37,LA PALOMA TOMKINSON,LP
-56.247820391419893,-34.861854552050509,37,LA PALOMA TOMKINSON,LP
-56.246484401843247,-34.861620106492488,37,LA PALOMA TOMKINSON,LP
-56.245186771128239,-34.861894804355593,37,LA PALOMA TOMKINSON,LP
-56.243996438998806,-34.861957309758807,37,LA PALOMA TOMKINSON,LP
-56.243636340393195,-34.86204863072318,37,LA PALOMA TOMKINSON,LP
-56.243304878802036,-34.862338162202889,37,LA PALOMA TOMKINSON,LP
-56.243161083754003,-34.862496376539113,37,LA PALOMA TOMKINSON,LP
-56.242928038343734,-34.863281348001365,37,LA PALOMA TOMKINSON,LP
-56.24308889353231,-34.86354222362138,37,LA PALOMA TOMKINSON,LP
-56.243429577124907,-34.864099967479781,37,LA PALOMA TOMKINSON,LP
-56.24319584594646,-34.865876468322419,37,LA PALOMA TOMKINSON,LP
-56.243635305744967,-34.866645713668106,37,LA PALOMA TOMKINSON,LP
-56.243698966411898,-34.866735643528365,37,LA PALOMA TOMKINSON,LP
-56.244134662123123,-34.867360677248428,37,LA PALOMA TOMKINSON,LP
-56.244389273571912,-34.867995318689694,37,LA PALOMA TOMKINSON,LP
-56.244931596722175,-34.86847577676253,37,LA PALOMA TOMKINSON,LP
-56.24536709483133,-34.869267563119088,37,LA PALOMA TOMKINSON,LP
-56.246415835273865,-34.869795920549571,37,LA PALOMA TOMKINSON,LP
-56.247211218360434,-34.870090747337876,37,LA PALOMA TOMKINSON,LP
-56.247882652140781,-34.870548229708959,37,LA PALOMA TOMKINSON,LP
-56.24805279665329,-34.87102540038569,37,LA PALOMA TOMKINSON,LP
-56.247819406423453,-34.871174903411578,37,LA PALOMA TOMKINSON,LP
-56.247376406087348,-34.871374676787703,37,LA PALOMA TOMKINSON,LP
-56.247675765621096,-34.871716211805399,37,LA PALOMA TOMKINSON,LP
-56.247837195108275,-34.871738211231758,37,LA PALOMA TOMKINSON,LP
-56.249796593266062,-34.872006620402857,37,LA PALOMA TOMKINSON,LP
-56.251273098808383,-34.872213516913909,37,LA PALOMA TOMKINSON,LP
-56.251708407435899,-34.872257129528592,37,LA PALOMA TOMKINSON,LP
-56.252730546318382,-34.872366376235739,37,LA PALOMA TOMKINSON,LP
-56.252877729224053,-34.871649279782737,37,LA PALOMA TOMKINSON,LP
-56.253042005554953,-34.871693797399935,37,LA PALOMA TOMKINSON,LP
-56.252934336918663,-34.872383719751603,37,LA PALOMA TOMKINSON,LP
-56.253045824409206,-34.872396866092203,37,LA PALOMA TOMKINSON,LP
-56.253478831651513,-34.872458507819211,37,LA PALOMA TOMKINSON,LP
-56.254386887186492,-34.872581644955744,37,LA PALOMA TOMKINSON,LP
-56.25503845185424,-34.872674092854275,37,LA PALOMA TOMKINSON,LP
-56.255293942419513,-34.872709285606746,37,LA PALOMA TOMKINSON,LP
-56.255554559932982,-34.872744460492996,37,LA PALOMA TOMKINSON,LP
-56.255826478928128,-34.872784103529014,37,LA PALOMA TOMKINSON,LP
-56.256065906363688,-34.872819348981572,37,LA PALOMA TOMKINSON,LP
-56.256456491918463,-34.872872109767719,37,LA PALOMA TOMKINSON,LP
-56.256812193585311,-34.872920480633532,37,LA PALOMA TOMKINSON,LP
-56.257029725181248,-34.872951291481904,37,LA PALOMA TOMKINSON,LP
-56.257141555831218,-34.872964432895522,37,LA PALOMA TOMKINSON,LP
-56.257590290985107,-34.873026006583643,37,LA PALOMA TOMKINSON,LP
-56.257997284053921,-34.873078706678712,37,LA PALOMA TOMKINSON,LP
-56.258431620338484,-34.873131312348292,37,LA PALOMA TOMKINSON,LP
-56.258819474522248,-34.873184074823918,37,LA PALOMA TOMKINSON,LP
-56.259359855519854,-34.873254343582218,37,LA PALOMA TOMKINSON,LP
-56.259659781604192,-34.873289375555956,37,LA PALOMA TOMKINSON,LP
-56.259836278363181,-34.873315814513226,37,LA PALOMA TOMKINSON,LP
-56.260415305418341,-34.873390453515356,37,LA PALOMA TOMKINSON,LP
-56.261505985339454,-34.873530940404812,37,LA PALOMA TOMKINSON,LP
-56.261711534943572,-34.873557277013006,37,LA PALOMA TOMKINSON,LP
-56.262589491356117,-34.873671442152897,37,LA PALOMA TOMKINSON,LP
-56.262909589500154,-34.874112020363157,37,LA PALOMA TOMKINSON,LP
-56.263830676103623,-34.873698717432156,37,LA PALOMA TOMKINSON,LP
-56.264109274212437,-34.873571562504985,37,LA PALOMA TOMKINSON,LP
-56.265235985170619,-34.873067400738272,37,LA PALOMA TOMKINSON,LP
-56.266323811288821,-34.87258139114185,37,LA PALOMA TOMKINSON,LP
-56.266417252177646,-34.872540504651738,37,LA PALOMA TOMKINSON,LP
-56.266490892704141,-34.872504193723692,37,LA PALOMA TOMKINSON,LP
-56.267098904680132,-34.872231666784373,37,LA PALOMA TOMKINSON,LP
-56.267082937300543,-34.872317353922284,37,LA PALOMA TOMKINSON,LP
-56.267817635239652,-34.872422965189045,37,LA PALOMA TOMKINSON,LP
-56.269132823720405,-34.872621192102983,37,LA PALOMA TOMKINSON,LP
-56.269570970201947,-34.872682758516099,37,LA PALOMA TOMKINSON,LP
-56.269702330294656,-34.872704833967262,37,LA PALOMA TOMKINSON,LP
-56.269922941896198,-34.872735610961904,37,LA PALOMA TOMKINSON,LP
-56.27146962006006,-34.872951030276077,37,LA PALOMA TOMKINSON,LP
-56.272464612547736,-34.873091754710465,37,LA PALOMA TOMKINSON,LP
-56.272736540361301,-34.87313135985346,37,LA PALOMA TOMKINSON,LP
-56.272795032027012,-34.873140167734114,37,LA PALOMA TOMKINSON,LP
-56.274143302541667,-34.873320196105077,37,LA PALOMA TOMKINSON,LP
-56.275984467041646,-34.873570572564752,37,LA PALOMA TOMKINSON,LP
-56.276123691235469,-34.873592613159438,37,LA PALOMA TOMKINSON,LP
-56.27654473495835,-34.873649708156549,37,LA PALOMA TOMKINSON,LP
-56.277760337648367,-34.873816646786096,37,LA PALOMA TOMKINSON,LP
-56.280102701748277,-34.874087708803231,37,LA PALOMA TOMKINSON,LP
-56.280178967752164,-34.874096449457781,37,LA PALOMA TOMKINSON,LP
-56.280393387021988,-34.87411821574662,37,LA PALOMA TOMKINSON,LP
-56.280638662418333,-34.87415789870164,37,LA PALOMA TOMKINSON,LP
-56.28175245150068,-34.87432966934054,37,LA PALOMA TOMKINSON,LP
-56.282590866393228,-34.874457352805607,37,LA PALOMA TOMKINSON,LP
-56.283123143572801,-34.874541065766707,37,LA PALOMA TOMKINSON,LP
-56.284185284572544,-34.874703986481776,37,LA PALOMA TOMKINSON,LP
-56.285769684435252,-34.874865004015675,37,LA PALOMA TOMKINSON,LP
-56.286171472237456,-34.872916554605837,37,LA PALOMA TOMKINSON,LP
-56.286579248843211,-34.870941040013115,37,LA PALOMA TOMKINSON,LP
-56.286848769405232,-34.869637558474921,37,LA PALOMA TOMKINSON,LP
-56.286970252317275,-34.869091778473532,37,LA PALOMA TOMKINSON,LP
-56.287352308317239,-34.867170436928959,37,LA PALOMA TOMKINSON,LP
-56.287727681303913,-34.865280666520043,37,LA PALOMA TOMKINSON,LP
-56.288474031605013,-34.861519164481926,37,LA PALOMA TOMKINSON,LP
-56.28856353647155,-34.861068144558303,37,LA PALOMA TOMKINSON,LP
-56.289639858597184,-34.855836167242451,37,LA PALOMA TOMKINSON,LP
-56.290332678599839,-34.852507510706388,37,LA PALOMA TOMKINSON,LP
-56.290364606481901,-34.852345143923138,37,LA PALOMA TOMKINSON,LP
-56.290302726857078,-34.851642288299956,37,LA PALOMA TOMKINSON,LP
-56.289131046697705,-34.850691105074816,37,LA PALOMA TOMKINSON,LP
-56.286130668151763,-34.848078993820273,37,LA PALOMA TOMKINSON,LP
-56.285437232096164,-34.847473071700769,37,LA PALOMA TOMKINSON,LP
-56.284820017826526,-34.846934473843604,37,LA PALOMA TOMKINSON,LP
-56.284660053909711,-34.846795337410974,37,LA PALOMA TOMKINSON,LP
-56.284097487008104,-34.846315128342411,37,LA PALOMA TOMKINSON,LP
-56.282184007532834,-34.84468600579789,37,LA PALOMA TOMKINSON,LP
-56.279978523163216,-34.84280550875242,37,LA PALOMA TOMKINSON,LP
-56.276686624560696,-34.840000402581509,37,LA PALOMA TOMKINSON,LP
-56.275881844794135,-34.839309187894095,37,LA PALOMA TOMKINSON,LP
-56.274981680269754,-34.838537180088046,37,LA PALOMA TOMKINSON,LP
-56.274731841122993,-34.838321729986752,37,LA PALOMA TOMKINSON,LP
-56.274584233283761,-34.838187043216145,37,LA PALOMA TOMKINSON,LP
-56.273673905081289,-34.837360977960209,37,LA PALOMA TOMKINSON,LP
-56.27250201241209,-34.836292450429355,37,LA PALOMA TOMKINSON,LP
-56.272396782043742,-34.836225216186627,37,LA PALOMA TOMKINSON,LP
-56.272195957704888,-34.836302540424093,37,LA PALOMA TOMKINSON,LP
-56.271554489840923,-34.83652563410002,37,LA PALOMA TOMKINSON,LP
-56.270733644689344,-34.836812450208804,37,LA PALOMA TOMKINSON,LP
-56.270308028855155,-34.836958162833866,37,LA PALOMA TOMKINSON,LP
-56.269836105479627,-34.837067980207429,37,LA PALOMA TOMKINSON,LP
-56.268206422239295,-34.837456756809203,37,LA PALOMA TOMKINSON,LP
-56.266412215018285,-34.837877630865982,37,LA PALOMA TOMKINSON,LP
-56.265776501279475,-34.83802856291075,37,LA PALOMA TOMKINSON,LP
-56.265280832025525,-34.838106896169428,37,LA PALOMA TOMKINSON,LP
-56.221733925012167,-34.838452499543088,54,BELVEDERE,BE
-56.219615576267515,-34.839702970315372,54,BELVEDERE,BE
-56.217914711109422,-34.840735789500215,54,BELVEDERE,BE
-56.217312596939472,-34.84108917892933,54,BELVEDERE,BE
-56.216653583497809,-34.841478795122278,54,BELVEDERE,BE
-56.214231084714669,-34.842901366584222,54,BELVEDERE,BE
-56.214119985260773,-34.84296480160009,54,BELVEDERE,BE
-56.212861602954895,-34.843725787422414,54,BELVEDERE,BE
-56.212473490028138,-34.843961323821731,54,BELVEDERE,BE
-56.211191783911644,-34.844708842011336,54,BELVEDERE,BE
-56.211736710554405,-34.84546887518615,54,BELVEDERE,BE
-56.212218880315639,-34.846175011927066,54,BELVEDERE,BE
-56.212658067781348,-34.84681817925555,54,BELVEDERE,BE
-56.213101382362659,-34.847465839359998,54,BELVEDERE,BE
-56.213086569086762,-34.847668697438628,54,BELVEDERE,BE
-56.212987939555738,-34.848998549242594,54,BELVEDERE,BE
-56.212953910688078,-34.849260055916879,54,BELVEDERE,BE
-56.21278709987363,-34.850549551067694,54,BELVEDERE,BE
-56.212691845409445,-34.850950958613801,54,BELVEDERE,BE
-56.213609834666137,-34.850456918675981,54,BELVEDERE,BE
-56.214398453789364,-34.85144605420497,54,BELVEDERE,BE
-56.214724760345703,-34.851823646048729,54,BELVEDERE,BE
-56.215322065382857,-34.852511391255753,54,BELVEDERE,BE
-56.215837288185853,-34.853104737912709,54,BELVEDERE,BE
-56.216012839888798,-34.853009555896534,54,BELVEDERE,BE
-56.216285231917283,-34.852869008175247,54,BELVEDERE,BE
-56.21674750423076,-34.852628725993227,54,BELVEDERE,BE
-56.217205632846493,-34.853213227567238,54,BELVEDERE,BE
-56.217521931754561,-34.853640418875429,54,BELVEDERE,BE
-56.218193738677371,-34.854548761907935,54,BELVEDERE,BE
-56.217791836568011,-34.854689711331162,54,BELVEDERE,BE
-56.217314598090574,-34.854871452902067,54,BELVEDERE,BE
-56.217410504483951,-34.854997353663805,54,BELVEDERE,BE
-56.218059625656849,-34.855874218062162,54,BELVEDERE,BE
-56.218334688774988,-34.856247450195667,54,BELVEDERE,BE
-56.218538468274474,-34.856499213155786,54,BELVEDERE,BE
-56.219070789777881,-34.857160097232452,54,BELVEDERE,BE
-56.220236068981585,-34.858513095938171,54,BELVEDERE,BE
-56.220809414290279,-34.858195837181263,54,BELVEDERE,BE
-56.220985312667821,-34.85810064697376,54,BELVEDERE,BE
-56.221418232660199,-34.857864944967474,54,BELVEDERE,BE
-56.221720332582251,-34.857643167995519,54,BELVEDERE,BE
-56.221813309407544,-34.857724004765423,54,BELVEDERE,BE
-56.22198749700771,-34.857628818415961,54,BELVEDERE,BE
-56.223190561618594,-34.856998613176472,54,BELVEDERE,BE
-56.22420285764553,-34.8564275819842,54,BELVEDERE,BE
-56.225103970359342,-34.857168412942606,54,BELVEDERE,BE
-56.225151656139211,-34.857208826294027,54,BELVEDERE,BE
-56.226039946047131,-34.857981238921106,54,BELVEDERE,BE
-56.226655838692906,-34.858520139587917,54,BELVEDERE,BE
-56.226967230168462,-34.858758029248811,54,BELVEDERE,BE
-56.227050423538643,-34.858717205118857,54,BELVEDERE,BE
-56.227909069882671,-34.858322397350221,54,BELVEDERE,BE
-56.228960020110719,-34.857836836947243,54,BELVEDERE,BE
-56.230152677101408,-34.857184061207704,54,BELVEDERE,BE
-56.230912430827935,-34.856767010978302,54,BELVEDERE,BE
-56.231190471078129,-34.856594863426082,54,BELVEDERE,BE
-56.232167745650102,-34.856001342713697,54,BELVEDERE,BE
-56.232231797665534,-34.855960576038491,54,BELVEDERE,BE
-56.233158716993437,-34.855416784290995,54,BELVEDERE,BE
-56.234167035914197,-34.854890752581468,54,BELVEDERE,BE
-56.233901285941499,-34.855130471845548,54,BELVEDERE,BE
-56.233108214808745,-34.855795529393397,54,BELVEDERE,BE
-56.233912589812718,-34.856441957914114,54,BELVEDERE,BE
-56.234719948689794,-34.855763328515899,54,BELVEDERE,BE
-56.234921113555693,-34.855595925966185,54,BELVEDERE,BE
-56.23550143091397,-34.855107311656475,54,BELVEDERE,BE
-56.235723671954105,-34.854917305285767,54,BELVEDERE,BE
-56.236282879373917,-34.854446782915922,54,BELVEDERE,BE
-56.236724662406658,-34.854075789501422,54,BELVEDERE,BE
-56.237076595317546,-34.853781702599647,54,BELVEDERE,BE
-56.237838969115671,-34.853139253174554,54,BELVEDERE,BE
-56.238860953599513,-34.852338214422566,54,BELVEDERE,BE
-56.238372138464264,-34.852587680232851,54,BELVEDERE,BE
-56.238135919864177,-34.852710132431106,54,BELVEDERE,BE
-56.237640672290617,-34.852973136969005,54,BELVEDERE,BE
-56.236776419173388,-34.852236786777908,54,BELVEDERE,BE
-56.236708143234623,-34.852178416538443,54,BELVEDERE,BE
-56.235367915072899,-34.850429525345433,54,BELVEDERE,BE
-56.234522326799208,-34.850887441275376,54,BELVEDERE,BE
-56.233895922038485,-34.849275958403311,54,BELVEDERE,BE
-56.233037201992069,-34.849774468693298,54,BELVEDERE,BE
-56.232646501916491,-34.849306992527424,54,BELVEDERE,BE
-56.23295389856316,-34.849134747195045,54,BELVEDERE,BE
-56.232738434206212,-34.848874031568471,54,BELVEDERE,BE
-56.23251402399179,-34.848599823208417,54,BELVEDERE,BE
-56.232200541471229,-34.848785607697543,54,BELVEDERE,BE
-56.23184734756812,-34.848372092791713,54,BELVEDERE,BE
-56.231282501176011,-34.8477068603163,54,BELVEDERE,BE
-56.230730390163259,-34.847059612506584,54,BELVEDERE,BE
-56.231771896481106,-34.846488425374964,54,BELVEDERE,BE
-56.232111937403857,-34.846284529521299,54,BELVEDERE,BE
-56.232513991992036,-34.846044379315899,54,BELVEDERE,BE
-56.233488932129305,-34.845491417579638,54,BELVEDERE,BE
-56.232520489130486,-34.844079325096082,54,BELVEDERE,BE
-56.232261782095414,-34.843701565315669,54,BELVEDERE,BE
-56.231557457377853,-34.842721290737217,54,BELVEDERE,BE
-56.23149837564344,-34.842653874267391,54,BELVEDERE,BE
-56.231431372599367,-34.8425729620783,54,BELVEDERE,BE
-56.231907571859082,-34.840367543243062,54,BELVEDERE,BE
-56.230217271636249,-34.841364444441943,54,BELVEDERE,BE
-56.228917423208557,-34.84213474122344,54,BELVEDERE,BE
-56.228101793497437,-34.841159304706764,54,BELVEDERE,BE
-56.227189512467092,-34.840039943688048,54,BELVEDERE,BE
-56.226735602995092,-34.840293760258788,54,BELVEDERE,BE
-56.225928613588415,-34.840737974830745,54,BELVEDERE,BE
-56.224696775395621,-34.841444916037965,54,BELVEDERE,BE
-56.223963021911366,-34.840505251279872,54,BELVEDERE,BE
-56.221985639980971,-34.841579551760802,54,BELVEDERE,BE
-56.221811889334823,-34.841688257752388,54,BELVEDERE,BE
-56.221913303986398,-34.841525692591652,54,BELVEDERE,BE
-56.221897116149698,-34.84007450067341,54,BELVEDERE,BE
-56.221760366601984,-34.839980278477661,54,BELVEDERE,BE
-56.221896989578823,-34.839822111095714,54,BELVEDERE,BE
-56.221845814316566,-34.838564826754386,54,BELVEDERE,BE
-56.221733925012167,-34.838452499543088,54,BELVEDERE,BE
-56.211191783911644,-34.844708842011336,33,PASO DE LAS DURANAS,PD
-56.210591178408528,-34.843872355415911,33,PASO DE LAS DURANAS,PD
-56.210405542754209,-34.843616016871799,33,PASO DE LAS DURANAS,PD
-56.210152563746604,-34.843274248103697,33,PASO DE LAS DURANAS,PD
-56.209460722087911,-34.842739996399764,33,PASO DE LAS DURANAS,PD
-56.20879220152306,-34.84222369872159,33,PASO DE LAS DURANAS,PD
-56.208676531212028,-34.842025738497746,33,PASO DE LAS DURANAS,PD
-56.208407878602237,-34.84184626362488,33,PASO DE LAS DURANAS,PD
-56.207282864637797,-34.841006820295064,33,PASO DE LAS DURANAS,PD
-56.207025775283121,-34.840813786940856,33,PASO DE LAS DURANAS,PD
-56.205878306528064,-34.839911299719212,33,PASO DE LAS DURANAS,PD
-56.205285048837908,-34.840269110506682,33,PASO DE LAS DURANAS,PD
-56.20486724581108,-34.840513724749428,33,PASO DE LAS DURANAS,PD
-56.203869074843865,-34.841098075440648,33,PASO DE LAS DURANAS,PD
-56.203333002467147,-34.841410638140282,33,PASO DE LAS DURANAS,PD
-56.201381018718727,-34.842579176059552,33,PASO DE LAS DURANAS,PD
-56.201275434604455,-34.842656104106993,33,PASO DE LAS DURANAS,PD
-56.201206024059609,-34.841376329044181,33,PASO DE LAS DURANAS,PD
-56.201131044201652,-34.839992909717438,33,PASO DE LAS DURANAS,PD
-56.201081680368986,-34.839082646719596,33,PASO DE LAS DURANAS,PD
-56.201070412763933,-34.838767191901582,33,PASO DE LAS DURANAS,PD
-56.199367224564455,-34.839786238646504,33,PASO DE LAS DURANAS,PD
-56.199280787475566,-34.839786490683757,33,PASO DE LAS DURANAS,PD
-56.19923324658626,-34.839854233811401,33,PASO DE LAS DURANAS,PD
-56.197522915455863,-34.840891303422232,33,PASO DE LAS DURANAS,PD
-56.197400603605452,-34.840891658198579,33,PASO DE LAS DURANAS,PD
-56.197339947532107,-34.841009015268575,33,PASO DE LAS DURANAS,PD
-56.197201957869559,-34.841018429240762,33,PASO DE LAS DURANAS,PD
-56.197141205349979,-34.841113251648871,33,PASO DE LAS DURANAS,PD
-56.196980762340715,-34.841145265279145,33,PASO DE LAS DURANAS,PD
-56.19695789473446,-34.841230963913361,33,PASO DE LAS DURANAS,PD
-56.196244328963836,-34.841670204553743,33,PASO DE LAS DURANAS,PD
-56.196951897342601,-34.842389272010251,33,PASO DE LAS DURANAS,PD
-56.197783944261268,-34.843211634110673,33,PASO DE LAS DURANAS,PD
-56.1985443101334,-34.843966594443067,33,PASO DE LAS DURANAS,PD
-56.19866355725091,-34.844047372804127,33,PASO DE LAS DURANAS,PD
-56.198406635212301,-34.844210371102122,33,PASO DE LAS DURANAS,PD
-56.197472645991461,-34.844803496540408,33,PASO DE LAS DURANAS,PD
-56.196958127349056,-34.84513399647755,33,PASO DE LAS DURANAS,PD
-56.196407122375142,-34.845482627625771,33,PASO DE LAS DURANAS,PD
-56.196004357675925,-34.845740688823135,33,PASO DE LAS DURANAS,PD
-56.195431838233034,-34.846093884664754,33,PASO DE LAS DURANAS,PD
-56.195055622692578,-34.846329331318884,33,PASO DE LAS DURANAS,PD
-56.194408439407113,-34.846723300112266,33,PASO DE LAS DURANAS,PD
-56.194030395385667,-34.84693170706376,33,PASO DE LAS DURANAS,PD
-56.193877799526646,-34.847044819439219,33,PASO DE LAS DURANAS,PD
-56.193630691288526,-34.847189751603317,33,PASO DE LAS DURANAS,PD
-56.193976681499016,-34.847319460300234,33,PASO DE LAS DURANAS,PD
