X,Y,COD_NOMBRE,COD_NOMB_1
-56.216231534323832,-34.807078332748212,3519,3519
-56.22432550760302,-34.807080392562561,5853,5853
-56.228425670083695,-34.807207248532627,762,1695
-56.215645947974316,-34.807409129503775,3519,3519
-56.148664765932992,-34.797828202354793,7898,7896
-56.215109816195316,-34.807726251942206,3519,7458
-56.220275447628183,-34.807832106457219,3300,3405
-56.209335698481951,-34.807951013305505,2775,2775
-56.209447524768585,-34.806977168196404,2775,7269
-56.224598694001891,-34.807967416443532,5853,1695
-56.250425412516591,-34.807875029501425,4728,6189
-56.249956298122186,-34.807065336123564,4728,6750
-56.228645784609547,-34.807981755830262,762,762
-56.214579124429349,-34.808038848493801,3519,6720
-56.217065598676733,-34.808064514124318,1158,1158
-56.215631446050978,-34.808364655350715,7458,7494
-56.219158955718356,-34.808498074627714,3405,6273
-56.231045582657508,-34.808478942394849,7425,69
-56.215125703302391,-34.808681685193115,6720,7494
-56.236577980021622,-34.808204352885156,8317,5543
-56.237548680633232,-34.808584316466316,8317,6534
-56.224848911389273,-34.808759864610131,5853,5853
-56.213069251862827,-34.808881728672127,3519,7245
-56.144193394663631,-34.808394698439891,7290,3801
-56.143983122976827,-34.809463375448907,7290,3747
-56.215138007496535,-34.809217979329887,6720,7494
-56.215749577633837,-34.809423437385135,6720,6720
-56.220137277274574,-34.809671383631631,6273,2847
-56.233055467775657,-34.810314366647617,8519,8520
-56.233668633180699,-34.809601838761729,8519,8519
-56.277503091665928,-34.747649384645662,3813,4362
-56.130687781107547,-34.808679583227892,2565,2565
-56.132313417281239,-34.810343343157555,2565,2565
-56.1339586848134,-34.810569300134972,3672,3672
-56.219039828888071,-34.810400389661694,2847,1158
-56.192586631834274,-34.808234415079752,5850,4014
-56.193902506847628,-34.810822166469741,5850,2043
-56.211488892638698,-34.809778886480636,3519,3519
-56.225582762467987,-34.810893880725303,5853,5853
-56.225727517749611,-34.810807794809996,5853,1884
-56.222963414059912,-34.811014726465707,1710,1710
-56.224503536286264,-34.810153601711328,1710,5853
-56.357485829529679,-34.810679915452745,2505,4610
-56.141765620361468,-34.811663719465876,3672,4293
-56.142924023446042,-34.811827644713738,3672,2433
-56.233461138097908,-34.811743318700636,5543,5543
-56.234219109839266,-34.811011034641162,5543,5543
-56.216888205111061,-34.811772606917067,2847,7245
-56.217054748004671,-34.81166843669741,2847,7287
-56.22153055511545,-34.811812401802179,1710,1284
-56.226483743497305,-34.81186005859152,4701,6414
-56.144744118284109,-34.812120631978956,3672,3672
-56.14563392144359,-34.812240123453705,3672,3819
-56.233126615256012,-34.812073396747479,5543,8514
-56.146911487154505,-34.812390194885509,3672,5546
-56.148070251720334,-34.812554070155393,3672,7467
-56.217769152536604,-34.812482012688825,7287,5535
-56.149007912669276,-34.812682431578132,3672,3672
-56.234665340341223,-34.812383963581723,5171,6534
-56.219958964026006,-34.811546839812145,3300,3300
-56.219856138411643,-34.812822633576872,3300,1710
-56.144561540747141,-34.813103608052401,3168,3168
-56.143223970406758,-34.813269149211109,5469,5670
-56.234214651024374,-34.812849626267393,6534,6534
-56.14213370332368,-34.813443085368768,5670,4293
-56.140562107067588,-34.811490878867048,6999,3672
-56.140996575685378,-34.813599097896947,6999,5670
-56.253443744384093,-34.794172706966819,3831,4569
-56.139903567063378,-34.81377302077037,5670,5670
-56.223273554703297,-34.813708938259211,6414,6414
-56.224684167315239,-34.812897791108036,6414,2370
-56.251833625702218,-34.813603559625903,5366,5366
-56.159531492376459,-34.811425245898732,4395,4395
-56.158686874936997,-34.81367642003827,4395,3672
-56.144418691163239,-34.814023387864019,3168,3168
-56.136352033525831,-34.810924147055111,2550,3672
-56.137038362211925,-34.814167540926888,2550,5670
-56.215201500244284,-34.814017726321353,5535,6891
-56.136254571590115,-34.814282096681687,5670,5409
-56.146865818029958,-34.814287754846767,5546,5546
-56.169122274945785,-34.814239458540108,5590,5590
-56.168767505940629,-34.813915900419815,5590,314
-56.232985577593773,-34.814115509345676,6534,6534
-56.233317376848667,-34.813785440459149,6534,6534
-56.142320027635549,-34.81434853659961,4293,4293
-56.152174514387774,-34.814382622593961,3342,714
-56.149960676802678,-34.814126791349807,3342,1701
-56.232646751193023,-34.814477148588232,6534,5152
-56.228871406877445,-34.814430537015468,2472,4701
-56.230240424404435,-34.814597471924571,734,734
-56.231047651671922,-34.814117171403112,201,5543
-56.145393498258294,-34.814971959241596,3819,4977
-56.144236788852403,-34.815006361506988,3168,3168
-56.228307957679711,-34.814747803469373,2472,2472
-56.22806371785456,-34.814888289690813,2472,2472
-56.146731218336996,-34.81512188366974,4977,5546
-56.213817817315032,-34.814995440564758,5535,732
-56.147644507939916,-34.815209752973807,4977,7467
-56.328891369249881,-34.814673043283875,2486,3103
-56.330000195203937,-34.814118777069957,2486,2506
-56.227803487166547,-34.815042346716943,2472,2472
-56.142510568236318,-34.815285526063874,4293,4293
-56.22945600841323,-34.815064174016307,4701,4701
-56.148577025486503,-34.815324609374471,4977,6441
-56.23163741174595,-34.8147552884951,3873,1638
-56.232000557983369,-34.815137226359283,3873,3873
-56.149736384539167,-34.815452411086142,4977,4977
-56.230840407106804,-34.815231053467429,734,734
-56.232230937947584,-34.81539339062801,3873,4233
-56.210270649200957,-34.814879954688671,6701,3913
-56.20931555743428,-34.815473235667113,6701,6701
-56.228668168077377,-34.815530881859296,264,201
-56.230035453733215,-34.815688810475777,4701,4701
-56.154262117539105,-34.815950270599231,564,4977
-56.154348597795916,-34.815603011861747,564,564
-56.231432522339269,-34.815860149975705,734,4233
-56.208486449094224,-34.815980499811879,6701,6701
-56.227859484331177,-34.815997650245222,2370,201
-56.227284751443896,-34.81535496065446,2370,2472
-56.154180675589814,-34.816274981465334,564,564
-56.226477510868087,-34.815839743278502,2472,4785
-56.22569946815721,-34.816288373274787,2472,2472
-56.230631769900967,-34.816340432436817,4701,4233
-56.22708325961537,-34.816468818227811,4785,201
-56.305524706691138,-34.755789905526434,5889,5889
-56.214625565729158,-34.816061142410376,1710,732
-56.213806731021556,-34.816568411414096,1710,1710
-56.232025477360779,-34.81652078967808,734,6393
-56.246577075340468,-34.797584831021595,5505,3918
-56.313346055063072,-34.816275293003663,831,2271
-56.228481701866691,-34.81664018724026,2370,1638
-56.330159697158166,-34.816389646067471,3103,3103
-56.224907899843629,-34.816768589428065,5286,2472
-56.223986679321484,-34.815865561649041,5286,5286
-56.229846998177898,-34.816807138104075,4233,4233
-56.14062398319134,-34.817142505557449,4152,501
-56.231236655363183,-34.816996531120061,4701,6393
-56.153942751342903,-34.817226562401167,564,4542
-56.212996405047733,-34.817071142166178,1710,2976
-56.141799928883209,-34.817319919424911,6999,501
-56.227680199770703,-34.817111438724531,4785,1638
-56.210768964896353,-34.817195046134863,2846,4556
-56.257299045316778,-34.755732986024562,5701,8000
-56.142998991776189,-34.817465716250389,501,501
-56.224135790923825,-34.817248739745303,2472,2088
-56.143795848273705,-34.817558406755495,3168,501
-56.147245320812019,-34.817662552399646,7467,501
-56.230444771284162,-34.817476784135977,264,264
-56.30037924186405,-34.816387645629383,2348,2348
-56.299834090522651,-34.817313613342705,2348,8114
-56.311472863538455,-34.817224448228409,831,7464
-56.223622813249698,-34.817556813134736,2472,6291
-56.148179540236846,-34.817768393483675,501,6441
-56.148812439826493,-34.817856952983469,501,1628
-56.149321546597804,-34.817905256254946,501,501
-56.228270617864368,-34.817745062791069,4785,4785
-56.224709467456066,-34.817886940377534,2088,201
-56.22550787866377,-34.817406704136125,201,5286
-56.229668463811215,-34.817929940842433,6393,6393
-56.224207397210172,-34.818190475157948,6291,201
-56.234387377610354,-34.817689568824079,6230,3873
-56.233544014928803,-34.818188034691538,6230,734
-56.231108811505933,-34.818218328310927,264,3900
-56.153626074309152,-34.818493832315738,564,501
-56.228871354563012,-34.818392172241069,4785,6393
-56.228646936386099,-34.818537103975935,6393,1286
-56.225311202217277,-34.818534064384117,2088,2088
-56.309458997232348,-34.818250730429298,831,831
-56.22341473612218,-34.818661671008918,201,201
-56.224794463884109,-34.818842154428069,6291,6291
-56.300833457773457,-34.818670972922725,8114,8114
-56.309000554458827,-34.818482335697801,6512,831
-56.308517562667603,-34.81780813415773,6512,6580
-56.30215935291892,-34.818846273128003,8118,8113
-56.22261698371581,-34.819141891469982,201,299
-56.225882785109086,-34.819158744890366,2088,4233
-56.226685662706188,-34.818682993982456,4233,5286
-56.221255761298217,-34.818974847031754,2472,1593
-56.220725663509228,-34.819278454216139,2472,6954
-56.224011042838967,-34.819317832235669,6343,1638
-56.307855840310154,-34.819068096463155,831,831
-56.227294674851905,-34.819348113068614,5286,6393
-56.301287669989684,-34.819277708765433,8114,8114
-56.225354431892299,-34.819466873679232,6291,4233
-56.213659143241358,-34.819547974028275,6414,6414
-56.214676675461021,-34.818936441495232,6414,6414
-56.221836259157804,-34.819613039959258,1593,201
-56.150166515103344,-34.797991201612128,7896,7897
-56.215474724702375,-34.819808366169113,2976,2976
-56.226500271121552,-34.819810320429767,2088,6393
-56.212676717206669,-34.820145870930119,6414,3708
-56.225950863594505,-34.820145559720949,6291,6393
-56.222447309487464,-34.820282683999778,1593,1638
-56.214407258454678,-34.820406536123677,6828,5262
-56.227248433249166,-34.820502044683586,2088,3900
-56.221915199483568,-34.820595316522144,1638,1638
-56.136431750598561,-34.819974010474027,825,1197
-56.136304742098837,-34.820862193111971,825,6990
-56.211637838029276,-34.820725902261778,6414,6414
-56.206302732414386,-34.82086807230889,1710,1710
-56.207384149635601,-34.820242889766789,1710,1710
-56.222983495388291,-34.820862418113343,1593,1593
-56.198102864078756,-34.820941745439519,3315,3405
-56.197204211168319,-34.819826620708085,3315,1772
-56.138652045813515,-34.821149498602445,6990,834
-56.213411546682629,-34.821013493227127,3708,5262
-56.215155148566588,-34.821287629016169,6828,6828
-56.216217395916289,-34.820666933603427,7353,2976
-56.30250166782681,-34.820895651865335,8114,8114
-56.210621166337567,-34.821310364911831,6414,2418
-56.204551706305487,-34.820841715445212,1200,1200
-56.205131885268955,-34.821511538153395,1200,1710
-56.203344590506269,-34.821552876142874,5109,1551
-56.286838697385306,-34.821381744530527,8103,8103
-56.285513407297458,-34.819718977510988,8103,8109
-56.212380518068187,-34.82159350704714,4041,4041
-56.19875361233477,-34.821751110184806,3315,1857
-56.195428722526728,-34.820872865521963,3309,1772
-56.196240066832537,-34.82186206003378,3309,3309
-56.214149405405522,-34.821867580764348,3708,7353
-56.20961577206819,-34.821899292220728,6414,7368
-56.136107539796974,-34.822187722127474,825,825
-56.195794926605544,-34.822088694660444,3405,9448
-56.239778283919698,-34.821705924735859,6644,3873
-56.203919504181108,-34.822191171229655,1551,1710
-56.201111400939624,-34.821721690524072,6108,6108
-56.200406664174274,-34.822088213555382,6108,8000
-56.211359440558383,-34.822187003079172,2418,5262
-56.19785222647198,-34.822240484248624,1857,4011
-56.195060083971313,-34.822436537090368,3405,9449
-56.21310613490612,-34.822461158786695,4041,7353
-56.208569453523644,-34.822506361552676,6414,6414
-56.199411868745699,-34.822555942418852,3315,6108
-56.200167841392179,-34.8221706424047,6108,6108
-56.320283564904756,-34.704109749690218,6924,6577
-56.19691672965012,-34.822743471347358,3309,3309
-56.290020093698409,-34.759701080415972,3474,711
-56.292808554242434,-34.75658101639636,3474,3813
-56.134251636468612,-34.823039468633567,9161,2596
-56.133550800368333,-34.822969022858828,9161,9160
-56.210338689933955,-34.822780489560358,7368,5262
-56.227300248524003,-34.822178476926403,4209,1104
-56.228106967875263,-34.822748323013045,4209,4956
-56.229138052224158,-34.82212761347305,4956,2088
-56.147701468112807,-34.823209526171333,837,837
-56.147334444108338,-34.823165369878978,837,6536
-56.148041237622451,-34.823086990637456,837,837
-56.198499927690229,-34.823054365974578,4011,6108
-56.212096324126719,-34.823054626820564,2418,2418
-56.221670300365126,-34.822696327057876,6393,1617
-56.221142270904835,-34.823008943507354,6393,2613
-56.133409129229335,-34.823483156491882,9160,5994
-56.220859279940868,-34.823199111873024,6393,3637
-56.288156526310424,-34.823044523608765,8103,8107
-56.224258038028744,-34.822305187910416,3900,3900
-56.222656192059979,-34.823238612181548,3900,2288
-56.239084938045451,-34.823222517247252,5774,251
-56.20930737535658,-34.82338301309818,4722,5262
-56.134151348539262,-34.823567025582378,5994,2596
-56.197592815427953,-34.823566289632907,3309,3309
-56.135862977062317,-34.823743220580425,5994,825
-56.211085132492748,-34.82364809063229,7368,7353
-56.222454973431091,-34.823906269579879,1617,6087
-56.212846846384188,-34.823913190684564,2418,2472
-56.222069351069379,-34.824137322162258,2613,6087
-56.232587872338236,-34.82333805288868,1885,4876
-56.232999045346332,-34.823900112842423,1885,540
-56.210063357113071,-34.824246084805743,4722,7353
-56.206286200214251,-34.823806672549672,6414,2799
-56.205403361359998,-34.82431407509165,6414,3951
-56.211837337691563,-34.824502148614656,7368,2472
-56.20508402320678,-34.824481779760347,6414,6039
-56.206933076365019,-34.82456642750774,2799,2799
-56.135699151958704,-34.82475317899079,825,3312
