X,Y,COD_NOMBRE,COD_NOMB_1
-56.06552386295219,-34.890342159893116,2610,6855
-56.133483791523403,-34.890208657055368,4956,4956
-56.110764841065738,-34.890274048566994,630,1539
-56.060795625335011,-34.89037319654468,7224,6309
-56.129769253453617,-34.890248976847211,4116,4116
-56.069996002125549,-34.894552457486597,984,984
-56.069997515672391,-34.89560708127209,984,4038
-56.131195042769093,-34.901238051867338,3096,6066
-56.131382573252196,-34.902170545288548,3096,2910
-56.161330562837726,-34.926987910740351,6723,597
-56.158269733971622,-34.890183279813179,2949,6276
-56.188542636375615,-34.890105898825425,2640,2052
-56.170576110246131,-34.890191463012037,5052,5052
-56.117269286514052,-34.89032272901094,2208,6372
-56.137630835213599,-34.890279855490768,4725,4725
-56.165374087132555,-34.890214315915955,597,597
-56.142149894019383,-34.890273384321816,2600,231
-56.158090497877502,-34.890246839352919,3420,2949
-56.183926455133232,-34.89018196976815,3891,729
-56.062201259302817,-34.890460827391571,7224,4479
-56.189640013929164,-34.890188420575853,2052,2718
-56.167971734994275,-34.902123765233505,6051,6051
-56.161541977691087,-34.927000880086744,6723,597
-56.1174506961368,-34.890389926142007,2208,2049
-56.126549379351999,-34.890387189558766,4029,663
-56.168059873163855,-34.901145527006605,5295,5082
-56.18007577565583,-34.890278289855985,3369,3369
-56.17187808261631,-34.890318665699539,5052,5934
-56.140593714431212,-34.890362815617202,7107,1836
-56.063804187051446,-34.890561607200674,7224,3204
-56.190778454322192,-34.890279829340919,2052,3915
-56.155116950553669,-34.902139261814035,4779,4779
-56.120094174478979,-34.890447060821678,4491,7389
-56.159188929823614,-34.927272904133794,5967,6723
-56.095053735110291,-34.890577853031495,2895,2895
-56.112090827525492,-34.890559582488848,630,657
-56.15522397809525,-34.901142956364311,2572,7266
-56.191902843016841,-34.890362253716162,2052,2265
-56.147759692301371,-34.89050740457035,4323,4323
-56.173385858081041,-34.890445297935635,5052,5052
-56.062076448935031,-34.890708933332952,4479,4479
-56.0870273580868,-34.890666237434196,3024,6051
-56.086964473722738,-34.888228101363588,3024,5070
-56.085756009331597,-34.890682287286367,3330,3330
-56.084468921182989,-34.890693847952768,4164,4164
-56.083187973083767,-34.89070087598845,6804,6804
-56.190711771179863,-34.901114677036006,2265,2265
-56.190629867058718,-34.902047843705276,2265,2265
-56.193039559786477,-34.890449139276292,2052,6141
-56.081750477212822,-34.890717209965061,6051,5676
-56.184989528983145,-34.89048546904997,3891,3891
-56.080041199259959,-34.890734053686629,5316,5316
-56.143965417694233,-34.890620468081387,6258,6258
-56.174437849051827,-34.890550614392971,5052,5052
-56.077981535829643,-34.890760560543299,6051,6051
-56.078714807563877,-34.89075013651177,6051,3948
-56.077035637398225,-34.890775893889717,6051,6051
-56.134433366761641,-34.890661597945538,2016,6858
-56.075915729920013,-34.890791551149718,6051,6051
-56.185592661115734,-34.890506313278138,3891,2354
-56.156989077016185,-34.890623750941373,3444,2949
-56.165332194970773,-34.890606530085734,597,597
-56.074631739864323,-34.890812015682769,6051,7062
-56.162603536490252,-34.890631727035661,7038,3018
-56.161458546386299,-34.927717696671031,597,597
-56.175521509091261,-34.89062428697023,5052,2106
-56.138783173740521,-34.890736780286993,4725,1188
-56.140851710410615,-34.866515905320362,1980,4578
-56.142223159649717,-34.867260711781498,1980,189
-56.122618930803284,-34.890779333312111,4671,4671
-56.181387644594132,-34.890648737805698,3369,513
-56.112131775051878,-34.890852443975874,657,2208
-56.161258862100901,-34.927731738078641,597,2532
-56.176700604344667,-34.890711209983863,5052,5052
-56.144436798805003,-34.89079507697533,6258,6258
-56.16669301912308,-34.890747153816811,6834,4734
-56.159378582205449,-34.890770822451969,3138,3138
-56.142277111702221,-34.902225473195273,6051,4065
-56.166956681700192,-34.890768989567803,4734,6969
-56.120008785712812,-34.89087992117846,7389,7389
-56.142487549560236,-34.901418216356838,6060,3387
-56.132353941182231,-34.890896392531161,4956,3090
-56.177743317851643,-34.890803002343453,5052,3477
-56.182457932356115,-34.890794496521572,3369,6768
-56.167831154923448,-34.890852299163242,4734,2361
-56.1691183997712,-34.902183805777291,6051,5934
-56.145742828790496,-34.890918042725836,1779,1779
-56.164175633887744,-34.890861964818676,3072,3072
-56.131604008403997,-34.890537610002603,6612,5451
-56.132270078674942,-34.890964195192673,6612,6612
-56.132518628615905,-34.890968113655859,3090,4956
-56.071559721135237,-34.895405868251416,4038,3921
-56.16921312698048,-34.901232590755207,5934,5082
-56.126046868202856,-34.890996791742857,1860,4029
-56.178920293598743,-34.890871881874538,5052,5052
-56.168524013022115,-34.890913551889597,4734,1230
-56.155837982236285,-34.902214035240725,4779,4779
-56.1561554957431,-34.89095489695616,7014,2949
-56.142105707606547,-34.891008124101639,2865,231
-56.119351300001796,-34.891061686962743,2208,3042
-56.099522861433101,-34.891109396334713,4443,6051
-56.169165233301563,-34.89097043161663,2283,4734
-56.145037635574539,-34.891032461311305,6258,1848
-56.156008680445588,-34.901240100729275,768,7266
-56.097401744540164,-34.891163402804644,6051,6051
-56.132384280460961,-34.89106758457666,6612,4956
-56.180019021681844,-34.890949979815439,5052,5925
-56.058786589267577,-34.891201526298516,6381,5016
-56.119520048946931,-34.891124402657965,2208,2208
-56.126712860664455,-34.890958960853695,663,663
-56.139745500598281,-34.891113030639836,4725,3087
-56.170467864067895,-34.891088633723747,4734,4734
-56.135558534812098,-34.891172701424864,2016,2619
-56.164271204169218,-34.902205666165507,6051,597
-56.146049050043636,-34.891174179351765,3348,3348
-56.122274694944551,-34.891293911989166,4491,5937
-56.191799946623405,-34.902143658934918,5310,6141
-56.120016368197092,-34.891308063878199,2208,7389
-56.171802597759843,-34.891197721571494,4734,5934
-56.131850732695391,-34.891294193818929,4956,4956
-56.183484707276591,-34.891165713821856,3369,3369
-56.191899559619792,-34.901196920163173,6141,3768
-56.128733319614369,-34.891315041742509,7536,7536
-56.190671927569511,-34.891208560845833,3915,3915
-56.148078411753453,-34.890628296673583,5811,4323
-56.14842431145123,-34.891353050095923,5811,5811
-56.145926019672174,-34.891372789821105,3348,6258
-56.123587911411981,-34.89142611331269,4671,4671
-56.173302526345523,-34.89132437588713,4734,4734
-56.131944563785048,-34.891438194242852,4968,4956
-56.131663224788475,-34.891443365939331,4116,5451
-56.16324780740274,-34.891391712376652,7038,972
-56.173689727673896,-34.901490967121362,513,513
-56.173449220043111,-34.902226247423513,513,6051
-56.114536330644079,-34.891545704623205,339,339
-56.184607533038537,-34.891365390279816,3369,843
-56.125608701349613,-34.891529625013355,4029,4029
-56.182216435449135,-34.89134501351208,6768,4095
-56.174327449209883,-34.891411738695545,4734,2337
-56.192945650128458,-34.891364315687518,6141,6141
-56.170247611009096,-34.902239375336769,6051,6249
-56.13183284002065,-34.891555638840401,4116,4956
-56.14334418240913,-34.891545919584473,2865,921
-56.116670137305036,-34.891608551385204,2049,2049
-56.133815084864864,-34.891582487117937,3090,3090
-56.175413927649451,-34.891503432276735,4734,2106
-56.088177484279115,-34.796517493949658,4564,4564
-56.083328102937394,-34.793881476412743,4564,7466
-56.066645620699852,-34.891777834424111,6111,6111
-56.069186739247144,-34.890898816575458,6111,7224
-56.11736485430076,-34.891724174993222,3042,5874
-56.1366772212914,-34.891683809975156,2016,399
-56.171777279716778,-34.909554513911111,2439,1020
-56.167714851878152,-34.891533155892212,6969,2361
-56.164803187152621,-34.891626492718359,3072,840
-56.176561998284555,-34.891608468748778,4734,4734
-56.131563471760479,-34.891759087539548,4956,4956
-56.146930760856392,-34.891744371024686,6258,4131
-56.116238389010881,-34.891825850436419,1281,1281
-56.119746700927045,-34.891840494207862,3042,3042
-56.177664891090863,-34.891700097360584,4734,4734
-56.062712550420933,-34.891960727072735,810,3624
-56.064394010474039,-34.891371793998637,3624,1086
-56.11991192783983,-34.891871668698784,3042,7389
-56.116806408215645,-34.891878663060297,2049,2049
-56.170596869244157,-34.901156776064838,6249,6249
-56.131786697815549,-34.891853206144347,4968,4968
-56.102905512064815,-34.891945054392004,117,5991
-56.104266473273391,-34.891937647629177,117,7569
-56.183169752389141,-34.891725451294882,4095,729
-56.178865596016045,-34.891800460883246,4734,4734
-56.14975052565439,-34.908944798315559,6776,3222
-56.150612603638891,-34.909510503247233,6776,4287
-56.141782068106103,-34.891892276414055,231,6771
-56.131068965986081,-34.891908983127976,4956,4956
-56.121812417573253,-34.891984529791891,2208,2208
-56.166549449679053,-34.891802157503875,4446,6834
-56.167673837030414,-34.891884805984169,4446,2361
-56.179921243139994,-34.891874171180113,4734,5925
-56.170843250596747,-34.902246791697728,6051,2175
-56.168379659220285,-34.891937011160842,4446,1230
-56.144374539820738,-34.892007597797999,2865,2865
-56.174264403901212,-34.891975276637893,2337,2337
-56.134938862553469,-34.892084585649201,3090,2619
-56.132393754377055,-34.892117679992758,4968,4968
-56.165160546841548,-34.892094272274569,3072,597
-56.16520994402245,-34.891697531521665,597,840
-56.147966703769541,-34.892138400702024,6258,4704
-56.170341546271146,-34.892085005238982,5295,4446
-56.116114273328726,-34.892236259839152,630,630
-56.163869868886707,-34.8921517525037,7038,840
-56.137801065595113,-34.892199402642063,2016,2016
-56.064916966463265,-34.892357870228679,1086,1086
-56.154207379605232,-34.892185762150476,7268,5973
-56.154087391885412,-34.892005790150911,7268,5973
-56.153680988721952,-34.892209636500333,5973,5973
-56.190567070058151,-34.892128273509911,3915,3915
-56.184193955527412,-34.892132725121343,4095,4095
-56.171688243397412,-34.89218955526988,4446,5934
-56.188112606946397,-34.892166783271037,2354,2354
-56.187886666814116,-34.892257560228728,2354,3864
-56.124940641004756,-34.892319882948435,4671,4029
-56.061194963411211,-34.892472726756544,4479,3624
-56.181849227048453,-34.892170801797647,6768,4734
-56.104277591493762,-34.892428881206264,7569,7569
-56.14281507474162,-34.892331426651737,6771,6771
-56.105530529634251,-34.89242169100249,7200,7092
-56.116444710972395,-34.89239777131381,630,2049
-56.106287400400369,-34.892411049958341,7200,7200
-56.122932094445147,-34.8924056238574,2208,3705
-56.130455307637781,-34.892401684682298,7536,4956
-56.173192616184714,-34.892311691961481,4446,4263
-56.110266266210445,-34.892461008850425,7200,7200
-56.109912430562503,-34.891929961959555,7200,7200
-56.145288085195112,-34.8924019521193,3348,2865
-56.192845660977383,-34.89229753703961,6141,3213
-56.161449634695828,-34.89238343235133,3138,972
-56.153784616859042,-34.892403171328574,7268,7268
-56.174191173434799,-34.892385606327451,4446,2337
-56.121428354409673,-34.892553280166247,3042,3042
-56.089576522458238,-34.890625070909351,109,109
-56.089592817306318,-34.891484241410033,109,4154
-56.148962916631,-34.892509986283727,6258,5811
-56.119253484170969,-34.892589762614193,5874,7164
-56.087053380868483,-34.892658257942514,3024,1623
-56.175279985396173,-34.892459266978229,4446,4446
-56.085786445762743,-34.89267429939224,3330,1623
-56.059583356747986,-34.892727977434589,6309,6309
-56.171786286809841,-34.902257777304975,6051,6051
-56.083216625154449,-34.892688385461305,6804,1623
-56.084496262816785,-34.892690373525632,1623,4164
-56.136055164565782,-34.892595705514765,3090,3090
-56.081772296107978,-34.89271825405762,5676,1623
-56.176438125854069,-34.892514700880866,2349,2349
-56.079931368976069,-34.892739860113522,5316,1623
-56.182732875780943,-34.892483832205713,4734,729
-56.138719122795358,-34.892620837183088,2016,3087
-56.059249605536344,-34.892827720302868,5016,6309
-56.071536512503542,-34.892809907386535,3921,3921
-56.071524576890468,-34.891453336755035,3921,1059
-56.072997040434863,-34.892825199478807,6610,6312
-56.072993857077279,-34.891428050033674,6312,1059
-56.134638626339949,-34.85157676574196,7119,2502
-56.134791733041034,-34.851486261098565,7119,7947
-56.141454759843661,-34.892708832603908,231,693
-56.177597206118804,-34.892633218246964,3942,3477
-56.127261716683776,-34.892751681021444,4401,3906
-56.149057320277571,-34.892708055207002,5811,3804
-56.185095256695249,-34.892662021776701,4095,4095
-56.06321430595986,-34.892951355572251,810,810
-56.165094299798454,-34.892729925055349,597,4485
-56.059743963997242,-34.892962054882297,6309,3624
-56.150768351013099,-34.909370396195641,4287,2508
-56.18593670535801,-34.892686703342477,4095,4104
-56.186562230298208,-34.89266241048287,4095,6871
-56.143870721106694,-34.892788540064451,6771,6771
-56.10988367958636,-34.892876483555824,7200,7200
-56.069991532269491,-34.891789703790721,984,1059
-56.069993365554126,-34.892961508238173,984,984
-56.187808525862152,-34.892703967176331,3864,3864
-56.178738781317854,-34.892733744933381,3942,3639
-56.165287560824609,-34.89275645694422,4485,3033
-56.146199328530919,-34.892818839932438,2865,4131
-56.190502652587448,-34.892745906478758,3915,3915
-56.124362955734213,-34.89294767918966,2208,2208
-56.104290518515455,-34.892951659509492,7569,7569
-56.132911830366787,-34.892941222767,4968,6858
-56.102942958258019,-34.892986079794348,5991,5991
-56.179840665797144,-34.892825356494939,3942,3942
-56.101956427898138,-34.893024228203181,2334,2334
-56.166453843874777,-34.892884075474505,3033,3033
-56.100932562467143,-34.893039912611307,2334,2334
-56.099606167327309,-34.893065237380455,2334,4443
-56.183806887944833,-34.892863929048467,4734,843
-56.129719206213693,-34.892980302319984,4956,327
-56.122491871158253,-34.893046617229921,3042,3705
-56.139577249108754,-34.893010861598427,2016,1836
-56.130457813230855,-34.892631532893418,4956,4956
-56.12992453151486,-34.893038410767176,4956,4956
-56.187593650173014,-34.892907385645216,7407,7407
-56.135753842596515,-34.893042614922898,399,4527
-56.181001104110351,-34.892939330685188,3942,513
-56.167523275398786,-34.892984898529967,3033,2361
-56.167656657586392,-34.892998064905207,3033,3033
-56.182452828154865,-34.892971359699885,729,729
-56.176380867314776,-34.892983578354112,4446,2349
-56.153904261611324,-34.902340659231548,186,186
-56.142323155976804,-34.893098812500632,693,693
-56.137182794064742,-34.893115801657025,3090,1188
-56.108567511565695,-34.892356543190566,3525,7200
-56.108273832754115,-34.893208993576735,3525,78
-56.142885189335402,-34.902363697187667,6051,4338
-56.168934957004424,-34.89309381327994,3033,3033
-56.190471497451021,-34.893061480327141,3915,3915
-56.14475555557582,-34.893182969003099,3348,6771
-56.06540480635357,-34.893375556486873,1086,1059
-56.065975925123155,-34.893189732529329,1059,7653
-56.143109005446227,-34.901664572894312,4338,3387
-56.170225189167468,-34.893180502362696,3033,3033
-56.120896964651791,-34.893334190662408,5874,5937
-56.182356128304811,-34.902337027885913,4404,6183
-56.118751564460482,-34.893397638865686,630,7164
-56.147237712948602,-34.893316529270798,2865,4704
-56.171580756975537,-34.893276015866931,3033,3033
-56.192744606028697,-34.893221747366439,6141,6141
-56.093270249269516,-34.892740343905309,5487,2895
-56.095255662496896,-34.893466391477503,5487,4503
-56.126510079029224,-34.893393412610955,4671,3906
-56.184603173638571,-34.893294369780271,4734,4734
-56.165002971409798,-34.893509865808348,597,8256
-56.061425539263915,-34.893572012436046,6111,5010
-56.157236288059281,-34.901372156930449,5496,7266
-56.15743908842731,-34.902376680741035,5496,5496
-56.173068703729122,-34.893389184316504,3033,4263
-56.092571918679262,-34.893575556195913,2895,102
-56.182201883145829,-34.893386694771053,3942,729
-56.130040245546006,-34.893578972206278,3885,2631
-56.129436620317598,-34.893418138321373,3885,4956
-56.183500910079466,-34.893446176848705,5820,843
-56.138111830387139,-34.893546228150697,3090,3090
-56.156402352795062,-34.902271178694768,4779,6600
-56.174043019032979,-34.893467672281474,3033,2337
-56.106326130775315,-34.893627842261552,7050,5487
-56.136876348250055,-34.89356272612914,4527,1188
-56.168907869499769,-34.893508523611892,4326,2283
-56.143319307269202,-34.893551569394937,693,693
-56.177511524178357,-34.893512305049605,4446,4446
-56.134123388546605,-34.851005607674217,7119,2502
-56.134266601346425,-34.850919634208431,7119,2502
-56.087067841057085,-34.89373989710117,3024,4944
-56.145676426698039,-34.893613357705426,6771,6771
-56.175154822795577,-34.893559299405574,3033,3033
-56.096332790138021,-34.893761623994578,5487,4506
-56.179807124992024,-34.893573599923663,5925,2310
-56.185382443510164,-34.893576124192066,4734,4104
-56.105569177813749,-34.893724115741719,7092,5487
-56.129027211502518,-34.893761624692161,6048,4956
-56.128933351748998,-34.89360860824516,6048,4956
-56.186318525374276,-34.893582509992505,7185,4467
-56.194020692363182,-34.902313064335367,6012,5310
-56.194117222005715,-34.901370839658242,6012,3768
-56.186591357623243,-34.893586249586932,7185,7185
-56.141114776129399,-34.893710203305879,2016,231
-56.178601219867495,-34.893631002784126,3639,6687
-56.060482127701668,-34.893898192431251,4479,4479
-56.187570932234081,-34.893610531088186,7185,7185
-56.17629876493001,-34.893650828650884,3033,2349
-56.180895938804056,-34.893642703242833,2310,513
-56.121966269937182,-34.893818505193082,5874,3705
-56.128679353988566,-34.893812014572852,4401,4956
-56.11974617904179,-34.893837071962061,630,645
-56.063718856502057,-34.893960004579952,810,1059
-56.131172071368482,-34.893837711612242,3885,3885
-56.104333468325827,-34.893889012724145,7569,5487
-56.184195523193999,-34.893759723405083,5820,2241
-56.125698467350837,-34.893895563006922,2208,2208
-56.179670479449051,-34.89376777480539,6687,5925
-56.148394530992391,-34.893849969212333,2865,3804
-56.125925891127117,-34.893917571548762,3906,2208
-56.184779055783054,-34.902370832363538,7044,7044
-56.099632626085338,-34.893993613102381,4443,4443
-56.098238482009052,-34.894005544284759,5487,5487
-56.167455009469947,-34.893886466990544,2361,2361
-56.18327798402661,-34.893856929036914,3942,843
-56.144244570397753,-34.893968437316836,3348,693
-56.186149883702022,-34.893889455337558,4734,4467
-56.180055935338942,-34.902383961062682,2061,4104
-56.139207317257245,-34.894057369077821,3090,1836
-56.168852654170472,-34.893986406039133,5319,2283
-56.114902693871969,-34.894118356455991,7200,7200
-56.114746242521065,-34.893740120912526,7200,7200
-56.141898331197162,-34.894082365324977,2016,921
-56.120365906753996,-34.894115098014439,630,630
-56.160471694789635,-34.89403100968871,996,996
-56.159810694004264,-34.893275560270226,996,996
-56.132374424917266,-34.894123315133498,3885,6858
-56.189740116563172,-34.893933396964904,4734,4734
-56.190381336097197,-34.893981150748822,4734,3915
-56.072986990620137,-34.894258429080232,6312,6312
-56.073263799533912,-34.894217346057971,6312,6312
-56.178549492929939,-34.894027755023586,4446,4446
-56.170131329834696,-34.894086647687786,5319,5295
-56.146782283010289,-34.894142432269412,6771,6771
-56.14977223303174,-34.894202566128932,5811,4707
-56.183886945916967,-34.894125646634599,3942,2241
-56.12836676761065,-34.894276959822349,4956,7817
-56.1714790850288,-34.894191197050077,5319,5319
-56.115185065091431,-34.894320540674542,7200,7200
-56.072754607760658,-34.894416608821402,6312,6312
-56.192642884180067,-34.894150466316979,6141,6141
-56.115603983082401,-34.894355662906179,7200,7662
-56.115838531944206,-34.894214958803069,7200,7200
-56.195141771566,-34.902381946692728,5310,5310
-56.12307950007127,-34.894347779039478,5874,4029
-56.07349590109721,-34.894451270638335,6312,6312
-56.129729504721197,-34.894476583052416,2631,4260
-56.149513690911213,-34.894365464769329,2865,4707
-56.111735858960216,-34.894431830157643,339,339
-56.112071878073927,-34.894205743920793,339,7176
-56.172966040477803,-34.894308876279389,5319,5319
-56.071551883137722,-34.894545055228882,3762,3921
-56.068484943609754,-34.894573278129258,3762,5592
-56.187162808983061,-34.894287721676754,4734,4734
-56.067218165434873,-34.892759303053481,429,1059
-56.067226826564237,-34.89457558913243,429,3762
-56.065990650127787,-34.894600381912014,6321,6321
-56.133690090090937,-34.894449199738581,3885,3885
-56.133761468037648,-34.894232696767929,2619,4968
-56.143556538699166,-34.902506269432521,6051,6051
-56.145212758010054,-34.894434768310738,693,4131
-56.14274414746145,-34.894463383418817,2016,2016
-56.10784524905354,-34.894534964718076,3525,3525
-56.109663891161425,-34.894377776075515,240,7395
-56.173910587419634,-34.894378431804761,5319,2337
-56.179199740038584,-34.89436398669902,4446,4446
-56.127782310105914,-34.894521697807093,663,4956
-56.091718586292622,-34.894600371474709,2895,2895
-56.133946051255997,-34.894516194794271,3885,3885
-56.175041548369038,-34.894470008002209,5319,2106
-56.18754395220693,-34.894439882536012,4734,4734
-56.121447898852203,-34.894608402121797,3705,630
-56.184815613307983,-34.894488112265954,3942,3942
-56.106067625293655,-34.894692037936018,7050,7050
-56.196272122484203,-34.902459805718834,5310,5310
-56.176179727350707,-34.894570567841939,5319,2349
-56.130928830536334,-34.894676576042485,150,4260
-56.181550922751036,-34.894551289614952,4758,4758
-56.181229959921161,-34.894398943270396,4758,513
-56.147920615246427,-34.89466690869957,6771,3804
-56.165109550195822,-34.894631811775973,3564,2702
-56.164912646654024,-34.894636837773469,3564,597
-56.179624995256532,-34.894606189645323,4446,5925
-56.072794486551906,-34.894867229070961,6312,4038
-56.177362964001887,-34.894652965933886,5319,5319
-56.134916471841429,-34.894757255580032,3885,3885
-56.102006977647733,-34.894871969449405,102,102
-56.103010338630511,-34.894851812577912,102,5991
-56.166249464690893,-34.894741473923844,2702,1712
-56.17845805341954,-34.894749115445983,5319,3639
-56.190113896194887,-34.894694006262164,2718,3942
-56.143679592661378,-34.894857695881925,3348,3348
-56.161122879702404,-34.894809015617504,996,4485
-56.16152920775825,-34.894587116946823,4485,2772
-56.113304015996313,-34.894942165159158,7176,324
-56.07299288461261,-34.895029106646646,6312,6312
-56.073278597508562,-34.894992513807345,6312,6312
-56.19740179161559,-34.902537656202554,5310,5310
-56.16736160188259,-34.894828664461137,2702,2702
-56.18563677179862,-34.894810310069559,3942,4467
-56.146339003316768,-34.894927740871275,693,693
-56.132107295366531,-34.894971252285039,4260,6858
-56.183294897079378,-34.894812351438922,2241,2241
-56.125956901998869,-34.894088763598717,2208,2208
-56.127198387104343,-34.895023327435815,2208,4956
-56.168720989828493,-34.894933213469095,2702,2283
-56.148630197799775,-34.894994142329985,6771,6771
-56.122424794850687,-34.895056867364104,630,4029
-56.161845238558243,-34.901112332062546,1506,5082
-56.162517566881689,-34.90265645227381,1506,6051
-56.190239587981154,-34.894893188502934,3915,2718
-56.183596267169236,-34.894937705359538,648,2853
-56.136192777076978,-34.895065179243034,3885,1188
-56.127319394952096,-34.895117691803101,2208,4956
-56.080314981078942,-34.895024140714483,1119,5316
-56.078714185085424,-34.895230047477057,1119,3948
-56.170008244758833,-34.895037940399924,2702,5295
-56.182454673475981,-34.895008487910665,4758,843
-56.162611657357104,-34.895134135790975,2772,2772
-56.178546338902713,-34.884968821747684,3477,1017
-56.180773649027309,-34.906001038618022,6183,6081
-56.181234738908778,-34.904954155883537,6183,3219
-56.14099134097691,-34.902079886946936,4623,1842
-56.142140214981154,-34.902757626609642,4623,4065
-56.174999508191419,-34.902668228465679,3219,6099
-56.173737447996771,-34.902396730428073,3219,3594
-56.175268362053203,-34.901842729517838,6099,7572
-56.198528727506357,-34.902615504137302,5310,354
-56.18567325651118,-34.902643248558114,7044,7044
-56.183312632050779,-34.902712947601906,4404,6744
-56.167298277430888,-34.895333609252724,4056,2361
-56.168658339686388,-34.89543365019879,4056,2283
-56.186339861608381,-34.902695459025587,7044,7044
-56.124316766275058,-34.88054594019173,2338,7861
-56.12483004658538,-34.880489397521892,2338,2338
-56.199657297365803,-34.902675309151533,5310,2760
-56.164210545788116,-34.902787219609301,6081,597
-56.163979703761754,-34.90277430569077,6081,597
-56.13269637656353,-34.902906575309999,6852,6852
-56.181054521004626,-34.902768796271189,2061,4467
-56.187181562662559,-34.902756186234626,7044,2481
-56.171532718803753,-34.902808304914622,4206,4206
-56.18779648490932,-34.902795013608532,7044,7044
-56.182847620122821,-34.895205699999742,2241,4758
-56.182490503850957,-34.895409505191601,2241,2241
-56.17584440721442,-34.90284620562614,3219,87
-56.165359119720712,-34.902896866787188,6081,6081
-56.084010550790083,-34.796787166340664,815,815
-56.081929382745301,-34.795641950126623,815,7466
-56.188307162743889,-34.902843146580508,7044,7407
-56.181040935187951,-34.895413526284727,4446,729
-56.180592729116725,-34.895162377937609,4446,513
-56.166469349765542,-34.902993083871337,6081,2361
-56.13157652600502,-34.90308048842212,3096,3144
-56.199638417192681,-34.902896203490734,2760,2760
-56.084578396938795,-34.796069431878145,4396,3980
-56.153123826741385,-34.900918452392986,3714,7266
-56.152760343814393,-34.903105236634119,3714,6051
-56.190541198586537,-34.902999057133748,2265,7044
-56.167878737420104,-34.903083988459713,6081,5295
-56.154361620745199,-34.90312820732121,3909,6051
-56.153793704240883,-34.903129653540283,6051,6051
-56.159046793216689,-34.903102654332777,1053,6051
-56.140578858551187,-34.903185091018024,3693,1842
-56.139494404807316,-34.902831679572166,3693,1149
-56.184338340445642,-34.903120214767775,4404,4404
-56.191691403835215,-34.903081409143127,7044,6141
-56.130480915275534,-34.903245320337142,3144,5460
-56.169013484025356,-34.903153075494892,6081,5934
-56.182007965175416,-34.903149241627112,2061,6183
-56.176733440304247,-34.903199826423439,3219,2827
-56.170153396693294,-34.903231151945029,6081,6249
-56.19391074973062,-34.903237299659871,6012,6012
-56.171300904899972,-34.903327224986839,6081,4206
-56.129348824160331,-34.903441776415555,3144,5061
-56.203686985867591,-34.903280917725873,4509,4509
-56.203955305501452,-34.902712252578425,4509,7617
-56.195044226829609,-34.903324174913834,7044,7044
-56.143224323636588,-34.903485090695924,4623,5007
-56.172447030113993,-34.903418783987263,6081,6081
-56.173621554884136,-34.903429130600401,3594,6081
-56.173051244085862,-34.903430673290273,513,6081
-56.11639126213538,-34.895579793718859,7662,7662
-56.196176338564158,-34.903411043536593,7044,6003
-56.128255753349023,-34.903552499116884,3144,249
-56.177462192726381,-34.903486275883715,3219,546
-56.141884018829963,-34.903583022367322,3693,3693
-56.182921682233726,-34.903511762348522,2061,6744
-56.173762282429735,-34.895338810308836,2702,2702
-56.174942559259442,-34.895448281530875,2702,2106
-56.163886390325679,-34.903576784254106,597,597
-56.197301879158779,-34.903479892986297,7044,3852
-56.185471208016523,-34.903558721166426,4404,4404
-56.204497186455718,-34.903562457120138,5475,3069
-56.204875822284471,-34.902732061837057,3069,7617
-56.198429872916037,-34.903562245627775,7044,7044
-56.174701461722101,-34.903633520749565,6081,6099
-56.186234295925601,-34.90362418229283,4404,756
-56.165264381841823,-34.903681322390895,1712,1712
-56.128304815994674,-34.903800266032079,249,249
-56.199560584728992,-34.903640072930607,7044,2760
-56.171919286411097,-34.908287686058948,1020,4140
-56.138032014632145,-34.895520460734048,3885,3885
-56.137420496669989,-34.895359685699596,3885,3087
-56.126849371698107,-34.903830696689461,1267,1267
-56.126256835407517,-34.903232648976854,1267,798
-56.187085561255621,-34.90368037631125,4404,2481
-56.178042304344302,-34.903710031901959,3219,3219
-56.132891465854577,-34.903843555093609,6852,6852
-56.166384555457618,-34.903782020890311,1863,2361
-56.188211534553275,-34.903771843354264,4404,7407
-56.205748782215473,-34.903369453571962,7617,3585
-56.206706513169486,-34.903686595059789,7617,7617
-56.175268898104896,-34.903852817525618,6081,6081
-56.167803583115671,-34.903886421548215,1863,1863
-56.131760115776409,-34.903958907042153,3096,5667
-56.14308653515063,-34.903958657122267,3693,5007
-56.139068105309839,-34.904000009051039,1149,2511
-56.183865320664957,-34.903914754943933,2061,7131
-56.155677895741192,-34.904008203527887,6600,6600
-56.155923607388246,-34.903430687257718,6600,6600
-56.190463716861011,-34.903927703904515,2265,4404
-56.168902475044042,-34.903964618776349,1863,5934
-56.127315553903522,-34.90407298757264,1267,1267
-56.207183530578135,-34.903851928849761,7617,7617
-56.089135677346924,-34.796984303410127,4564,4564
-56.207787934159001,-34.903827589512773,7617,4500
-56.205480637338049,-34.903897559778315,5475,3585
-56.132941910257003,-34.904091316800944,6852,1188
-56.125562309621941,-34.904108602202555,798,798
-56.156340750348953,-34.904065095075048,1014,222
-56.128373444968489,-34.904169674473245,249,249
-56.130675155741052,-34.904141743291945,5460,549
-56.191613593082302,-34.904010057525163,4404,4404
-56.145262967798701,-34.895547857971557,2016,4131
-56.170059907669163,-34.90406067700745,1863,6249
-56.181618449951038,-34.904051707469449,6183,7572
-56.20657753003983,-34.90397992909341,6948,7617
-56.157860619501569,-34.904164846193162,1014,5496
