58,40
56,56
54,88
28,121
29,22
60,73
61,42
62,122
63,9
35,208
32,115
24,56
25,114
26,49
27,59
20,60
21,124
48,59
49,51
46,85
23,226
44,23
45,41
42,54
43,30
40,80
41,135
1,44
3,25
2,149
5,26
4,178
7,55
6,35
9,158
8,165
39,69
34,144
38,47
15,83
14,100
11,99
10,193
13,78
12,14
59,103
22,66
17,67
16,42
33,56
18,98
31,115
30,117
51,73
36,9
53,54
52,72
19,60
55,38
37,59
47,44
57,96
50,117
