58,3
56,87
54,1243
28,180
29,1226
60,165
61,0
62,119
63,2
35,624
32,32
24,67
25,1077
26,248
27,116
20,37
21,157
48,128
49,65
46,1461
23,3290
44,317
45,153
42,278
43,531
40,277
41,997
1,2596
3,173
2,12370
5,65
4,1691
7,302
6,549
9,3433
8,866
39,3320
34,657
38,486
15,66
14,2581
11,884
10,1526
13,1237
12,28
59,439
22,106
17,661
16,30
33,364
18,294
31,299
30,3
51,1487
36,5
53,86
52,443
19,84
55,41
37,43
47,2044
57,54
50,643
