58,83
56,506
54,2262
28,532
29,2214
60,598
61,97
62,595
63,79
35,2079
32,334
24,468
25,3212
26,824
27,299
20,593
21,931
48,1140
49,726
46,2047
23,7345
44,1898
45,390
42,1948
43,1750
40,1866
41,4752
1,12294
3,574
2,28353
5,484
4,8877
7,2329
6,2339
9,3751
8,3565
39,5648
34,1861
38,1845
15,1136
14,5346
11,1947
10,7230
13,2490
12,181
59,2408
22,576
17,961
16,626
33,2034
18,811
31,1610
30,34
51,2427
36,35
53,1585
52,2733
19,995
55,155
37,528
47,4203
57,420
50,5111
